bay_area_punk_flyers_8161_sf_venues_misc_1985_1986_2,San Francisco venues flyer,Unknown,1985-1986,Punk venue flyer from San Francisco venues documented in the Bay Area Punk Flyers collection.,punk rock music; punk flyers; san francisco venues,"San Francisco, California",Image,Photograph,bay_area_punk_flyers_8161_sf_venues_misc_1985_1986_2,"Bay Area Punk Flyers Collection, #8161",Educational use,bay_area_punk_flyers_8161_14_2.jpg
dc_archives_8170_box_1_mss_box92_oversize_k107_b_7_64,Show flyer,"Hsu, Derrick (creator)",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder mss_box92_oversize_k107_b_7.","hardcore punk; punk rock music; show flyers; Washington, D.C.",Washington (D.C.),Image,image/jpeg,dc_archives_8170_box_1_mss_box92_oversize_k107_b_7_64,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Courtesy of Cornell University Library. Educational use permitted.,dc_archives_8170_box_1_64.jpg
dc_archives_8170_box_1_1989_1_3_67,Show flyer,"Hsu, Derrick (creator)",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1989_1_3.","hardcore punk; punk rock music; show flyers; Washington, D.C.",Washington (D.C.),Image,image/jpeg,dc_archives_8170_box_1_1989_1_3_67,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Courtesy of Cornell University Library. Educational use permitted.,dc_archives_8170_box_1_67.jpg
dc_archives_8170_box_1_1989_1_3_68,Show flyer,"Hsu, Derrick (creator)",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1989_1_3.","hardcore punk; punk rock music; show flyers; Washington, D.C.",Washington (D.C.),Image,image/jpeg,dc_archives_8170_box_1_1989_1_3_68,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Courtesy of Cornell University Library. Educational use permitted.,dc_archives_8170_box_1_68.jpg
dc_archives_8170_box_1_1989_1_3_69,Show flyer,"Hsu, Derrick (creator)",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1989_1_3.","hardcore punk; punk rock music; show flyers; Washington, D.C.",Washington (D.C.),Image,image/jpeg,dc_archives_8170_box_1_1989_1_3_69,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Courtesy of Cornell University Library. Educational use permitted.,dc_archives_8170_box_1_69.jpg
dc_archives_8170_box_1_1985_1_4_71,Show flyer,"Hsu, Derrick (creator)",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1985_1_4.","hardcore punk; punk rock music; show flyers; Washington, D.C.",Washington (D.C.),Image,image/jpeg,dc_archives_8170_box_1_1985_1_4_71,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Courtesy of Cornell University Library. Educational use permitted.,dc_archives_8170_box_1_71.jpg
dc_archives_8170_box_1_1985_1_4_72,Show flyer,"Hsu, Derrick (creator)",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1985_1_4.","hardcore punk; punk rock music; show flyers; Washington, D.C.",Washington (D.C.),Image,image/jpeg,dc_archives_8170_box_1_1985_1_4_72,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Courtesy of Cornell University Library. Educational use permitted.,dc_archives_8170_box_1_72.jpg
dc_archives_8170_box_1_1985_1_4_73,Show flyer,"Hsu, Derrick (creator)",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1985_1_4.","hardcore punk; punk rock music; show flyers; Washington, D.C.",Washington (D.C.),Image,image/jpeg,dc_archives_8170_box_1_1985_1_4_73,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Courtesy of Cornell University Library. Educational use permitted.,dc_archives_8170_box_1_73.jpg
dc_archives_8170_box_1_1985_1_4_74,Show flyer,"Hsu, Derrick (creator)",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1985_1_4.","hardcore punk; punk rock music; show flyers; Washington, D.C.",Washington (D.C.),Image,image/jpeg,dc_archives_8170_box_1_1985_1_4_74,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Courtesy of Cornell University Library. Educational use permitted.,dc_archives_8170_box_1_74.jpg
dc_archives_8170_box_1_1985_1_4_75,Show flyer,"Hsu, Derrick (creator)",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1985_1_4.","hardcore punk; punk rock music; show flyers; Washington, D.C.",Washington (D.C.),Image,image/jpeg,dc_archives_8170_box_1_1985_1_4_75,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Courtesy of Cornell University Library. Educational use permitted.,dc_archives_8170_box_1_75.jpg
dc_archives_8170_box_1_1986_1_5_77,Show flyer,"Hsu, Derrick (creator)",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1986_1_5.","hardcore punk; punk rock music; show flyers; Washington, D.C.",Washington (D.C.),Image,image/jpeg,dc_archives_8170_box_1_1986_1_5_77,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Courtesy of Cornell University Library. Educational use permitted.,dc_archives_8170_box_1_77.jpg
dc_archives_8170_box_1_1986_1_5_78,Show flyer,"Hsu, Derrick (creator)",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1986_1_5.","hardcore punk; punk rock music; show flyers; Washington, D.C.",Washington (D.C.),Image,image/jpeg,dc_archives_8170_box_1_1986_1_5_78,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Courtesy of Cornell University Library. Educational use permitted.,dc_archives_8170_box_1_78.jpg
dc_archives_8170_box_1_1986_1_5_79,Show flyer,"Hsu, Derrick (creator)",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1986_1_5.","hardcore punk; punk rock music; show flyers; Washington, D.C.",Washington (D.C.),Image,image/jpeg,dc_archives_8170_box_1_1986_1_5_79,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Courtesy of Cornell University Library. Educational use permitted.,dc_archives_8170_box_1_79.jpg
dc_archives_8170_box_1_1986_1_5_80,Show flyer,"Hsu, Derrick (creator)",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1986_1_5.","hardcore punk; punk rock music; show flyers; Washington, D.C.",Washington (D.C.),Image,image/jpeg,dc_archives_8170_box_1_1986_1_5_80,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Courtesy of Cornell University Library. Educational use permitted.,dc_archives_8170_box_1_80.jpg
dc_archives_8170_box_1_1986_1_5_81,Show flyer,"Hsu, Derrick (creator)",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1986_1_5.","hardcore punk; punk rock music; show flyers; Washington, D.C.",Washington (D.C.),Image,image/jpeg,dc_archives_8170_box_1_1986_1_5_81,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Courtesy of Cornell University Library. Educational use permitted.,dc_archives_8170_box_1_81.jpg
dc_archives_8170_box_1_1986_1_5_82,Show flyer,"Hsu, Derrick (creator)",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1986_1_5.","hardcore punk; punk rock music; show flyers; Washington, D.C.",Washington (D.C.),Image,image/jpeg,dc_archives_8170_box_1_1986_1_5_82,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Courtesy of Cornell University Library. Educational use permitted.,dc_archives_8170_box_1_82.jpg
dc_archives_8170_box_1_1986_1_5_83,Show flyer,"Hsu, Derrick (creator)",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1986_1_5.","hardcore punk; punk rock music; show flyers; Washington, D.C.",Washington (D.C.),Image,image/jpeg,dc_archives_8170_box_1_1986_1_5_83,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Courtesy of Cornell University Library. Educational use permitted.,dc_archives_8170_box_1_83.jpg
la_punk_8074_box_1_music_event_flyers_1_1_004,Music Event Flyer,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder music_event_flyers_1_1.",punk rock music; concert flyers; live music; Los Angeles; ephemera,Los Angeles (Calif.),Image,image/jpeg,"Los Angeles punk collection, #8074. Division of Rare and Manuscript Collections, Cornell University Library.",Courtesy of Cornell University Library. Educational use permitted.,box_1,lapunk_box8074_4.jpg
la_punk_8074_box_1_music_event_flyers_1_1_005,Music Event Flyer,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder music_event_flyers_1_1.",punk rock music; concert flyers; live music; Los Angeles; ephemera,Los Angeles (Calif.),Image,image/jpeg,"Los Angeles punk collection, #8074. Division of Rare and Manuscript Collections, Cornell University Library.",Courtesy of Cornell University Library. Educational use permitted.,box_1,lapunk_box8074_5.jpg
la_punk_8074_box_1_music_event_flyers_1_2_007,Music Event Flyer,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder music_event_flyers_1_2.",punk rock music; concert flyers; live music; Los Angeles; ephemera,Los Angeles (Calif.),Image,image/jpeg,"Los Angeles punk collection, #8074. Division of Rare and Manuscript Collections, Cornell University Library.",Courtesy of Cornell University Library. Educational use permitted.,box_1,lapunk_box8074_7.jpg
la_punk_8074_box_1_music_event_flyers_1_2_008,Music Event Flyer,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder music_event_flyers_1_2.",punk rock music; concert flyers; live music; Los Angeles; ephemera,Los Angeles (Calif.),Image,image/jpeg,"Los Angeles punk collection, #8074. Division of Rare and Manuscript Collections, Cornell University Library.",Courtesy of Cornell University Library. Educational use permitted.,box_1,lapunk_box8074_8.jpg
la_punk_8074_box_1_music_event_flyers_1_2_009,Music Event Flyer,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder music_event_flyers_1_2.",punk rock music; concert flyers; live music; Los Angeles; ephemera,Los Angeles (Calif.),Image,image/jpeg,"Los Angeles punk collection, #8074. Division of Rare and Manuscript Collections, Cornell University Library.",Courtesy of Cornell University Library. Educational use permitted.,box_1,lapunk_box8074_9.jpg
la_punk_8074_box_1_music_event_flyers_1_2_010,Music Event Flyer,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder music_event_flyers_1_2.",punk rock music; concert flyers; live music; Los Angeles; ephemera,Los Angeles (Calif.),Image,image/jpeg,"Los Angeles punk collection, #8074. Division of Rare and Manuscript Collections, Cornell University Library.",Courtesy of Cornell University Library. Educational use permitted.,box_1,lapunk_box8074_10.jpg
la_punk_8074_box_1_music_event_flyers_1_2_011,Music Event Flyer,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder music_event_flyers_1_2.",punk rock music; concert flyers; live music; Los Angeles; ephemera,Los Angeles (Calif.),Image,image/jpeg,"Los Angeles punk collection, #8074. Division of Rare and Manuscript Collections, Cornell University Library.",Courtesy of Cornell University Library. Educational use permitted.,box_1,lapunk_box8074_11.jpg
la_punk_8074_box_1_band_stickers_1_4_013,Band Sticker,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder band_stickers_1_4.",punk culture; stickers; bands; Los Angeles; ephemera,Los Angeles (Calif.),Image,image/jpeg,"Los Angeles punk collection, #8074. Division of Rare and Manuscript Collections, Cornell University Library.",Courtesy of Cornell University Library. Educational use permitted.,box_1,lapunk_box8074_13.jpg
la_punk_8074_box_1_band_stickers_1_4_014,Band Sticker,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder band_stickers_1_4.",punk culture; stickers; bands; Los Angeles; ephemera,Los Angeles (Calif.),Image,image/jpeg,"Los Angeles punk collection, #8074. Division of Rare and Manuscript Collections, Cornell University Library.",Courtesy of Cornell University Library. Educational use permitted.,box_1,lapunk_box8074_14.jpg
la_punk_8074_box_1_band_stickers_1_4_015,Band Sticker,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder band_stickers_1_4.",punk culture; stickers; bands; Los Angeles; ephemera,Los Angeles (Calif.),Image,image/jpeg,"Los Angeles punk collection, #8074. Division of Rare and Manuscript Collections, Cornell University Library.",Courtesy of Cornell University Library. Educational use permitted.,box_1,lapunk_box8074_15.jpg
la_punk_8074_box_1_band_stickers_1_4_016,Band Sticker,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder band_stickers_1_4.",punk culture; stickers; bands; Los Angeles; ephemera,Los Angeles (Calif.),Image,image/jpeg,"Los Angeles punk collection, #8074. Division of Rare and Manuscript Collections, Cornell University Library.",Courtesy of Cornell University Library. Educational use permitted.,box_1,lapunk_box8074_16.jpg
la_punk_8074_box_1_music_event_flyers_1_3_018,Music Event Flyer,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder music_event_flyers_1_3.",punk rock music; concert flyers; live music; Los Angeles; ephemera,Los Angeles (Calif.),Image,image/jpeg,"Los Angeles punk collection, #8074. Division of Rare and Manuscript Collections, Cornell University Library.",Courtesy of Cornell University Library. Educational use permitted.,box_1,lapunk_box8074_18.jpg
la_punk_8074_box_1_music_event_flyers_1_3_019,Music Event Flyer,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder music_event_flyers_1_3.",punk rock music; concert flyers; live music; Los Angeles; ephemera,Los Angeles (Calif.),Image,image/jpeg,"Los Angeles punk collection, #8074. Division of Rare and Manuscript Collections, Cornell University Library.",Courtesy of Cornell University Library. Educational use permitted.,box_1,lapunk_box8074_19.jpg
la_punk_8074_box_1_band_stickers_1_4_021,Band Sticker,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder band_stickers_1_4.",punk culture; stickers; bands; Los Angeles; ephemera,Los Angeles (Calif.),Image,image/jpeg,"Los Angeles punk collection, #8074. Division of Rare and Manuscript Collections, Cornell University Library.",Courtesy of Cornell University Library. Educational use permitted.,box_1,lapunk_box8074_21.jpg
